Restaurant,Borough,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location
SUBWAY,Bronx,2052,JEROME AVENUE,10453,7182206319,Sandwiches,7/11/2023,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,18,B,7/11/2023,4/22/2026,Cycle Inspection / Re-inspection,40.85412742,-73.90703331,205,14,024100,2013958,2031790002,BX41,POINT (-73.907033312823 40.854127418116)
NUEVO BANI RESTAURANT,Bronx,1430,WATSON AVENUE,10472,7186187937,Latin American,6/18/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,6/18/2024,4/22/2026,Cycle Inspection / Initial Inspection,40.82545561,-73.88273442,209,17,005200,2023326,2037090040,BX55,POINT (-73.882734422029 40.82545560831)
SPARKS STEAKHOUSE,Manhattan,210,EAST   46 STREET,10017,2126874855,Steakhouse,4/14/2026,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,12,A,4/14/2026,4/22/2026,Cycle Inspection / Initial Inspection,40.75309731,-73.97209616,106,04,009000,1037596,1013190047,MN19,POINT (-73.972096155466 40.753097308196)
SALVATORE'S OF SOHO,Bronx,3738,RIVERDALE AVENUE,10463,7184326100,Italian,4/24/2023,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,11,A,4/24/2023,4/22/2026,Cycle Inspection / Re-inspection,40.88777529,-73.90735136,208,11,029500,2084000,2057720010,BX29,POINT (-73.907351361698 40.887775294174)
CARTAZ CUISINE,Brooklyn,233,RALPH AVENUE,11233,3474058588,Caribbean,9/26/2022,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,24,B,9/26/2022,4/22/2026,Cycle Inspection / Re-inspection,40.68165563,-73.92248974,303,41,037900,3040760,3015080006,BK35,POINT (-73.922489744677 40.681655632587)
HALF CAKE,Queens,61-10,182 STREET,11365,9173108888,Bakery Products/Desserts,8/29/2023,Violations were cited in the following area(s).,10A,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",Not Critical,12,A,8/29/2023,4/22/2026,Pre-permit (Operational) / Initial Inspection,40.73888054,-73.79178883,408,24,134100,4617587,4070700014,QN41,POINT (-73.791788828873 40.738880536669)
ENLY,Manhattan,227,MOTT STREET,10012,6465925235,Coffee/Tea,11/13/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5,A,11/13/2024,4/22/2026,Cycle Inspection / Initial Inspection,40.7224114,-73.99516211,102,01,004300,1007497,1004940026,MN24,POINT (-73.995162105898 40.722411396362)
GREEN HOUSE CAFE,Brooklyn,7717,THIRD AVENUE,11209,7188338200,American,10/15/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,10/15/2024,4/22/2026,Cycle Inspection / Initial Inspection,40.62982119,-74.02845014,310,43,006400,3149778,3059600005,BK31,POINT (-74.028450143173 40.629821191692)
FRIJOLITO'S RESTAURANT,Manhattan,3446,BROADWAY,10031,6466829033,Mexican,1/29/2025,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,13,A,1/29/2025,4/22/2026,Cycle Inspection / Initial Inspection,40.82351024,-73.95256257,109,07,022500,1061758,1020720001,MN04,POINT (-73.952562574634 40.823510240272)
JUICY KING CRAB EXPRESS,Bronx,786,ALLERTON AVENUE,10467,4433608118,Creole/Cajun,1/3/2024,Violations were cited in the following area(s).,09E,Wash hands sign not posted near or above hand washing sink.,Not Critical,11,A,1/3/2024,4/22/2026,Cycle Inspection / Re-inspection,40.86548342,-73.86398965,211,13,032800,2051508,2044390076,BX07,POINT (-73.863989653841 40.865483415205)
CROWN FRIED CHICKEN & PIZZA,Manhattan,2333,1 AVENUE,10035,2128602244,Chicken,11/30/2022,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,26,B,11/30/2022,4/22/2026,Cycle Inspection / Re-inspection,40.79823008,-73.93378484,111,08,019400,1054756,1017960028,MN34,POINT (-73.933784841293 40.798230076204)
LA SANDWICHERIE,Brooklyn,156,DRIGGS AVENUE,11222,3479874870,Sandwiches,3/14/2025,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,10,A,3/14/2025,4/22/2026,Cycle Inspection / Initial Inspection,40.72303495,-73.94470101,301,33,059100,3067078,3026860051,BK76,POINT (-73.944701012504 40.723034953442)
MEZZE GRAB & GO,Queens,JFK,INTERNATIONAL AIRPORT TERM,11430,718_656807,American,7/12/2024,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,13,A,7/12/2024,4/22/2026,Cycle Inspection / Initial Inspection,,,,,,,,,
FISH VILLAGE,Queens,20-07,127 STREET,11356,7188882268,Chinese,3/4/2024,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,36,C,3/4/2024,4/22/2026,Cycle Inspection / Re-inspection,40.7814488,-73.84141335,407,19,091900,4099328,4041720007,QN23,POINT (-73.84141334576 40.781448797836)
BROOKLYN SNACKS,Brooklyn,620,ATLANTIC AVENUE,11217,9176186310,Tex-Mex,1/25/2025,No violations were recorded at the time of this inspection.,,,Not Applicable,0,A,1/25/2025,4/22/2026,Cycle Inspection / Initial Inspection,40.6834469,-73.97569131,302,35,012902,3398156,3011180001,BK37,POINT (-73.975691312176 40.683446896895)
MISO SUSHI,Manhattan,328,EAST    6 STREET,10003,6469520098,Japanese,1/20/2026,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,13,A,1/20/2026,4/22/2026,Cycle Inspection / Initial Inspection,40.72703577,-73.9877114,103,02,003800,1006236,1004470020,MN22,POINT (-73.98771139805 40.727035771777)
FAY DA BAKERY,Queens,59-09,MAURICE AVENUE,11378,6468858191,Bakery Products/Desserts,3/6/2026,Violations were cited in the following area(s).,04E,Toxic chemical or pesticide improperly stored or used such that food contamination may occur.,Critical,12,A,3/6/2026,4/22/2026,Cycle Inspection / Initial Inspection,40.72632204,-73.90857608,402,26,021900,4623252,4026570090,QN31,POINT (-73.90857607709 40.726322037459)
TIM HORTONS,Queens,93-40,SUTPHIN BOULEVARD,11435,7187250002,Coffee/Tea,4/6/2023,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.",Not Critical,13,A,4/6/2023,4/22/2026,Cycle Inspection / Initial Inspection,40.69944586,-73.80720376,412,27,020800,4597086,4099890017,QN61,POINT (-73.807203761191 40.699445856527)
LANZHOU NOODLES,Brooklyn,5603,7 AVENUE,11220,9179160836,Chinese,2/23/2023,Violations were cited in the following area(s).,06C,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8,A,2/23/2023,4/22/2026,Cycle Inspection / Re-inspection,40.63898093,-74.0094943,307,43,010400,3015508,3008420009,BK34,POINT (-74.009494296081 40.638980926117)
ELI'S ESSENTIALS,Manhattan,1291,LEXINGTON AVENUE,10028,2123484940,American,12/27/2023,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,8,A,12/27/2023,4/22/2026,Cycle Inspection / Initial Inspection,40.78006192,-73.95515732,108,04,014802,1047969,1015150052,MN40,POINT (-73.955157324101 40.780061923229)
PIO BAGEL,Brooklyn,6,FLATBUSH AVENUE,11217,3477630172,Bagels/Pretzels,4/24/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,4/24/2025,4/22/2026,Cycle Inspection / Re-inspection,40.68876999,-73.98086376,302,33,003700,3000468,3001610043,BK38,POINT (-73.980863757915 40.688769994408)
VEGA ALTA SPORTS BAR,Bronx,880,GERARD AVENUE,10452,7185909436,Latin American,4/25/2023,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,7,A,4/25/2023,4/22/2026,Cycle Inspection / Initial Inspection,40.82787597,-73.92470723,204,16,019500,2002920,2024760061,BX63,POINT (-73.924707227453 40.827875967399)
KAI FENG FU DUMPLING HOUSE,Brooklyn,4801,8 AVENUE,11220,7184373542,Chinese,4/4/2023,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.",Not Critical,37,C,4/4/2023,4/22/2026,Pre-permit (Operational) / Re-inspection,40.64214053,-74.00262322,312,38,010800,3012814,3007780010,BK34,POINT (-74.002623216731 40.642140533189)
POULETTE,Manhattan,790,9 AVENUE,10019,2129569488,Chicken,12/9/2022,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,7,A,12/9/2022,4/22/2026,Cycle Inspection / Re-inspection,40.76503975,-73.98779461,104,03,013300,1025235,1010430004,MN15,POINT (-73.987794608853 40.765039752379)
OCEAN SIDE RESTAURANT,Queens,127-19,MERRICK BOULEVARD,11434,7184135425,Caribbean,11/17/2022,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,67,C,11/17/2022,4/22/2026,Cycle Inspection / Re-inspection,40.68148819,-73.76528827,412,27,036600,4269971,4124880001,QN08,POINT (-73.76528826803 40.68148819318)
FILAGA PIZZERIA,Manhattan,75,9 AVENUE,10011,6466785382,Pizza,9/23/2024,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,8,A,9/23/2024,4/22/2026,Pre-permit (Operational) / Re-inspection,40.74186904,-74.00471301,104,03,008300,1012541,1007130001,MN13,POINT (-74.004713006739 40.741869040229)
THE CRAFTSMAN,Manhattan,3155,BROADWAY,10027,2129330602,American,9/18/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13,A,9/18/2024,4/22/2026,Cycle Inspection / Initial Inspection,40.81452923,-73.9591441,109,07,021100,1059855,1019930086,MN09,POINT (-73.959144096096 40.814529225873)
AKSARAY TURKISH CAFE AND RESTAURANT,Brooklyn,1618,EAST   16 STREET,11229,7183759237,Turkish,4/1/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,4/1/2022,4/22/2026,Cycle Inspection / Initial Inspection,40.61003246,-73.95758779,315,48,055200,3182428,3067780010,BK44,POINT (-73.957587792841 40.610032464202)
UNIQUE LOUNGE,Staten Island,1757,ARTHUR KILL ROAD,10312,7189480714,Irish,4/11/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,4/11/2023,4/22/2026,Cycle Inspection / Initial Inspection,40.56172054,-74.19444146,503,51,022800,5112496,5059650040,SI05,POINT (-74.194441464432 40.561720536604)
TASTE OF ITALY,Queens,40-05A,JUNCTION BOULEVARD,11368,7183353600,Pizza,10/7/2024,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,10/7/2024,4/22/2026,Cycle Inspection / Initial Inspection,40.74895853,-73.86929929,404,21,037500,4040222,4016050071,QN26,POINT (-73.869299293142 40.748958525058)
WIN SON,Brooklyn,159,GRAHAM AVENUE,11206,3474576010,Asian/Asian Fusion,12/13/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,12/13/2022,4/22/2026,Cycle Inspection / Initial Inspection,40.70743846,-73.94323158,301,34,050500,3071122,3030520026,BK90,POINT (-73.943231579728 40.707438457394)
SHI LIN XIANG SEAFOOD,Queens,135-32,40 ROAD,11354,7188861899,Chinese,12/28/2023,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,31,C,12/28/2023,4/22/2026,Cycle Inspection / Re-inspection,40.75884874,-73.83011497,407,20,087100,4449970,4050370151,QN22,POINT (-73.830114968264 40.758848738696)
STUART CINEMA & CAFE,Brooklyn,79,WEST STREET,11222,9179917556,American,1/25/2023,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,36,C,1/25/2023,4/22/2026,Cycle Inspection / Re-inspection,40.72916185,-73.95916777,301,33,056500,3336969,3025560001,BK76,POINT (-73.959167772466 40.729161845502)
SEAFOOD URWAY,Brooklyn,515,STANLEY AVENUE,11207,3472546954,Seafood,5/7/2024,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,7,A,5/7/2024,4/22/2026,Cycle Inspection / Initial Inspection,40.6570379,-73.88929199,305,42,110400,3097671,3043470030,BK82,POINT (-73.889291987381 40.657037898299)
CIPRIANI DOWNTOWN,Manhattan,376,WEST BROADWAY,10012,2123430999,Italian,3/7/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,3/7/2024,4/22/2026,Cycle Inspection / Re-inspection,40.72376189,-74.0026048,102,01,004700,1007338,1004880034,MN24,POINT (-74.002604795374 40.723761894136)
PARLAY CAFE,Manhattan,1780,AMSTERDAM AVENUE,10031,6468820179,Middle Eastern,11/21/2025,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,11,A,11/21/2025,4/22/2026,Cycle Inspection / Initial Inspection,40.827243,-73.94614254,109,07,023300,1062032,1020800028,MN04,POINT (-73.946142535385 40.827243002567)
